job_title,job_link,company,company_rating,company_reviews,job_desc,apply_link
Growth Manager,https://id.indeed.com/lihat-lowongan-kerja?cmp=PT.-Anugerah-Wijaya-Raga&t=Growth+Manager&jk=203fafc0369b9851&vjs=3,,,,"Make sure your “resume attached” Job Requirements: All majors are welcomed, preferably in Applied Mathematics, Marketing, Business or Computer Science At least 3 years experience in Digital Marketing B2C SaaS on Tech Startup Company required At least 3 years experience as Growth Manager or related with more than IDR 1 Billion Ads Spend per month on Facebook required Expert managing online marketing programs with CPC, CPA, and CPM cost models on Google, Facebook, Instagram, and website Have the ability of a T shaped marketer, and used to working with the AAARRR Pirate Funnel Framework Possess in-depth knowledge of marketing funnel: TOFU, MOFU, and BOFU Possess in-depth knowledge of organic acquisition, SEO, and CRO Experience in split testing such as Facebook A/B testing Fluent in both English and Bahasa Indonesia Willing to be placed in West Surabaya Job Responsibilities: Collaborating with Development team and Data Scientist for building strategic acquisition and retention marketing plans Develop strategic acquisition and retention marketing plans to drive growth and maximize immediate and long-term ROI Lead campaigns end-to-end from conception to defining objectives, execution, tracking, and reporting Day-to-day management of online and offline campaigns across channels including (but not limited to): paid social, paid search, content, organic, referral, email, direct mail, podcasts, affiliate, and video Continuously test and optimize new channels, audiences, bidding strategies, visual creative, and copy Lead overall site conversion rate optimization and develop and optimize landing page strategy Monitor, analyze, and ensure marketing initiatives are driving profitable acquisition use web analytics and business intelligence tools such as Google Analytics and internal dashboards to better understand our customers and exploit those insights in marketing campaigns Think strategically, analytically, and creatively about new ways to reach customers and increase relevance Oversee accounts on search platforms (e.g. Google Ads, Facebook Ads) Application Deadline: 8/24/2021 Expected Start Date: 8/25/2021 Jenis Pekerjaan: Penuh Waktu, Permanen Gaji: Hingga Rp20.000.000 per bulan Bekerja dari Jauh: Tidak",
Senior Data Scientist,https://id.indeed.com/lihat-lowongan-kerja?cmp=IlmuOne-Data&t=Senior+Data+Scientist&jk=65d93616c253a23c&vjs=3,,,,"Work Responsibilities: 1. Responsible for methodology research, data processing, and documentation to conduct independent self-guided exploration of research and frame open-ended industry questions, including, but not limited to: Conducts statistical analyses to develop strategies, Builds predictive models and machine-learning algorithms, Identifies data patterns and trends, Proposes solutions and strategies to business challenges, Presents information using data visualization techniques, and Documents all processes and research. 2. Discover new opportunities to optimize the business through machine learning and/or statistical modeling. 3. Lead the design and development of analytical projects designed to understand key business behaviors that drive customer acquisition, retention, and engagement through machine learning and/or statistical modeling. 4. Responsible for implementation of client’s analytics solutions with internal Project Coordinator. 5. Develop and maintain client analytics reports. Leadership Responsibilities : Commits to personal learning and growth. A drive to learn and master new technologies and techniques. Qualifications and Requirements : Tangibles 3-4 years of professional experience in Data Science fields. Demonstrable advanced skills in Python and SQL to manipulate data and draw insights from large data sets. Preferred familiarity with deep learning libraries, such as PyTorch, Tensorflow, Keras, etc. Advanced in Mathematical, Statistical, and/or Machine Learning skills required, and their real-world advantages/drawbacks. Preferred familiarity with diverse applications of data science ranging from Neural Networks to NLP to machine vision. Knowledge and/or experience in working with structured and unstructured data sets. Knowledge and/or experience in Data Architecture and Engineering, especially Google Cloud Platform. Familiar with Data Visualization Tools, Google Data Studio is a plus. Character Problem-solving skills, structured thinking, and scientific approach required. Ability to work with minimal supervision and keep supervisors informed. Ability to work well in a team environment. Ability to communicate in clear and concise terms. Willing to learn new skills and able to do so independently. Ability to take initiative. Job Types: Full-time, Contract, Permanent Salary: Rp8,000,000 - Rp15,000,000 per month Experience: professional Data Science: 3 years (Required) Work Remotely: Temporarily due to COVID-19",
Data Scientist,https://id.indeed.com/viewjob?jk=d31d7e7350d372ac&from=serp&vjs=3,,,,"Support development, enhancement, evaluate and maintenance of multiple datasets for consistency, completeness, accuracy and reasonableness. Interact with customers and other teams to obtain data requirements for new and existing applications. Manage the regular report running schedule and process. Perform data management activities in accordance with customer, company, contract, and regulatory requirements. Develop process improvements for data management activities. Perform data analysis and generate data reports on periodic basis for management and customers. Present data management updates at internal and customer meetings. Bachelor’s degree in Management, Information Technology, Technical or relevance major Minimum 3 years experience in the similar position Experience in IT Business and software knowledge especially in advance , Python, Machine Learning, etc. Orientation towards quality and results Strong expertise in data, project and time management Efficient communication Consistent accuracy and attention to detail Willing to explore about new technology independently",https://id.indeed.com/rc/clk?jk=d31d7e7350d372ac&from=vj&pos=bottom&mvj=0&sjdu=KshGXdivklaLCCsilSmPN4DDplm6SwWjHcxyoDIphKkqw4UjNWlTp90Kcqkvz3HfkN0wkll9wDHc3mnStM4Hmg&astse=4cf58dbb60d193ef&assa=4809&vjfrom=serp
"Enterprise Data Scientist Jakarta, Indonesia Information Technology",https://id.indeed.com/viewjob?jk=34bf47efd71ec3ff&from=serp&vjs=3,,,,"MAKE HISTORY WITH US!  We’ve chosen to do something incredible. We’re totally transforming our business and building our future on smoke-free products with the power to improve the lives of a billion smokers worldwide.  With huge change, comes huge opportunity. So, wherever you join us, you’ll enjoy the freedom to dream up and deliver better, brighter solutions and the space to move your career forward in endlessly different directions.  We are looking for Data Scientist for our global Enterprise Analytics and Data department to join us in Jakarta. Enterprise Analytics and Data collaborates with partners across Consumer Insights, Finance, Sales Development, Engineering and IT Platforms to name a few. Our mission is to solve complex business problems with data and science.   HOW CAN YOU MAKE HISTORY WITH US?  You will help our functional partners primarily in Consumer and Commercial, Finance, Product and Operations as well as markets and regions in solving complex business problems. You will:  turn business problems into data problems, invent and implement algorithms, design and build analytical solutions / decision support systems – all with leveraging from domains like statistics, time series analysis, machine learning & optimization, work in international teams with huge cultural diversity, interact not only with other fellow data scientists and business partners, but also with data engineers, DevOps, data architects, security and privacy experts, etc. We are looking for an individual who can dive deep into the data and excels in storytelling with data. The team’s culture is centered around rapid experimentation with open feedback and debate along the way. We encourage independent decision-making and taking smart risks.   WHO ARE WE LOOKING FOR?   hold BSc, MSc or PhD degree in STEM (Science, Technology, Engineering, Mathematics), have business and analytical curiosity and thinking, have experience working in multidisciplinary teams, have a proven track record on putting data science to work in domains such as Finance & Banking, FMCG, Retail, know how to make research reproducible, have good communication skills (English), know how to create stunning visualizations of data insights and how to deliver thrilling presentations to non-tech savvy audience (storytelling), have solid understanding of data structures and algorithms, specifically used in time series analysis, advanced statistical methods and machine learning know Python and Spark for data analysis and machine learning, know how to turn exploratory Jupyter notebooks into a standalone Python solutions be experienced with commonly used cloud-based data science stack such as AWS (EMR, SageMaker, etc.) know what GitFlow and Docker are and how to use them, know what continuous delivery and continuous deployment are and how data scientists can benefit from it, be eager to automate own work  WHAT WE OFFER  Our success depends on the men and women who come to work every single day with a sense of purpose and an appetite for progress. Join Sampoerna and you too can:  Seize the freedom to define your future and ours. We’ll empower you to take risks, experiment and explore. Be part of an inclusive, diverse culture, where everyone’s contribution is respected; collaborate with some of the world’s best people and feel like you belong. Pursue your ambitions and develop your skills with a global business – our staggering size and scale provides endless opportunities to progress. Take pride in delivering our promise to society: to improve the lives of a billion smokers.  Apply today and let’s #MakeHistory together.",https://id.indeed.com/rc/clk?jk=34bf47efd71ec3ff&from=vj&pos=bottom&mvj=0&sjdu=KshGXdivklaLCCsilSmPN4DDplm6SwWjHcxyoDIphKmcl7PEyNz9FfgTLiAHRwvqkN0wkll9wDHc3mnStM4Hmg&astse=7c090df42fa57727&assa=9419&vjfrom=serp
Data Scientist,https://id.indeed.com/viewjob?jk=b6de750be5859d49&from=serp&vjs=3,Dentsu Aegis Network,3.6,230,"The purpose of this role is to work on products and solutions developed internally and lead the product development towards business and client objectives. Job Title: Data Scientist Job Description: We are at Merkle Merkle is a leading data-driven, technology-enabled, global performance marketing agency that specializes in the delivery of unique, personalized customer experiences across platforms and devices. For more than 30 years, Fortune 1000 companies and leading nonprofit organizations have partnered with Merkle to maximize the value of their customer portfolios. The agency’s heritage in data, technology, and analytics forms the foundation for its unmatched skills in understanding consumer insights that drive people-based marketing strategies. Its combined strengths in performance media, customer experience, customer relationship management, loyalty, and enterprise marketing technology drive improved marketing results and competitive advantage. With 9,600+ employees, Merkle is headquartered in Columbia, Maryland, with 50+ additional offices throughout the US, EMEA, and APAC. In 2016, the agency joined the Dentsu Aegis Network. For more information, contact Merkle visit www.merkleinc.com . Requirements You have 1-2+ years experience in data & technology role You are extremely familiar with Marketing Technology Platform You have some experience up and running your codebase in production environment You have strong skills in programming language (Python) either building a product or creating a machine learning model Responsibilities Collaborate with the client and account team to understand client business objectives, data architecture, and business processes. Design and develop data solutions to solve client business objectives Maintain good coding standards, practices and create proper technical documentation. Collaborate with the project manager and technical lead to update progress status. Our Cloud & Data Team Process We are a small team with engineering and data science backgrounds that build our internal products and deliver a solution to our clients. As a Google Cloud Platform Partner, we deliver the advanced products that build on top of Google Cloud Platform. Notable and interesting products currently we are working on (that can be interested to you as well), Customized-based Customer Data Platform (DSIGHT ™) Advanced Attribution Model (Fractribution, Multi-Touch Attribution) Ads Data Hub Technical Stack Google Cloud Platform Partner BigQuery as Centralized Data Warehouse Data Lake Python Airflow Fractribution ADH Join the force and send your resume to: franheit.sangapta@dentsu.com muhammad.taqiyuddin@merkleinc.com Location: Jakarta Brand: Merkle Time Type: Full time Contract Type: Permanent",https://id.indeed.com/rc/clk?jk=b6de750be5859d49&from=vj&pos=bottom&mvj=0&sjdu=KshGXdivklaLCCsilSmPN4DDplm6SwWjHcxyoDIphKkRfR1v7qo0uAgvCUi4P9nxkN0wkll9wDHc3mnStM4Hmg&astse=55d88038c129c2e5&assa=2355&vjfrom=serp
Data Scientist,https://id.indeed.com/viewjob?jk=9936b0595b07c44c&from=serp&vjs=3,,,,"Executive recruitment company Monroe Consulting Group is partnering up with a cutting edge SaaS company to help MSME to go achieve digital transformation. They are currently looking for a strategic Data Scientist to help their customer grow with the help of data. The company is envisioned to help millions of MSME in Indonesia to tackle conventional problems through technology. Job Responsibilities: Utilizing vast volumes of user data actively participating in the development of our products assisting us in the formation of a top-notch data team Data from multiple sources is collected, transformed, and modeled. Create predictive models that assist us in determining what our users require. Design and create machine learning apps to help us get better performance products and increase our user base Organize experiments to test new product features and expansion strategies. Job Qualifications: At least a bachelor's degree in a quantitative discipline (e.g., mathematics, statistics, or computer science) is required, as well as four years of experience in a similar capacity in a startup environment. Python and SQL don't hold any secrets for you. Working knowledge of GCP is a plus (or any other cloud solution) You enjoy solving math puzzles. A strong analytical mindset combined with a problem-solving approach is required. Having no qualms about being critical and stating your mind You have the ability to convert business problems into data science solutions. Thrive in a fast-paced, continuously changing environment as a team player. You are always trying to grow and learn new things.",https://id.indeed.com/rc/clk?jk=9936b0595b07c44c&from=vj&pos=bottom&mvj=0&sjdu=KshGXdivklaLCCsilSmPN4DDplm6SwWjHcxyoDIphKlUFSM3Y0NmKVHSIHt57uRdkN0wkll9wDHc3mnStM4Hmg&astse=90dd2497f339251f&assa=2849&vjfrom=serp
Data Analyst,https://id.indeed.com/viewjob?jk=e12de015c168e344&from=serp&vjs=3,,,,"Writing medium to complex SQL queries Create data pipelines for reporting using Python Create dashboards / reports using Data Studio / Tableau Understanding and gathering the business requirements from the customer with respect to reporting Managing the reporting infrastructure English proficiency is a must Proven 3-year experience as a BI Developer/Engineer or Data Scientist Background in data warehouse design (e.g. dimensional modeling) and data mining Experienced in Tableau / Data Studio / Any BI tool Experienced in SQL and Python BSc/BA in Computer Science, Engineering or related field Certificates in Business Analytics or similar courses will be an advantage",https://id.indeed.com/rc/clk?jk=e12de015c168e344&from=vj&pos=bottom&mvj=0&sjdu=KshGXdivklaLCCsilSmPN4DDplm6SwWjHcxyoDIphKnsyFQXecP8o1M2kWUAK_UHkN0wkll9wDHc3mnStM4Hmg&astse=108e674dab2c6884&assa=3527&vjfrom=serp
DATA SCIENTIST,https://id.indeed.com/viewjob?jk=5c855f4e583ed60c&from=serp&vjs=3,,,,"Persyaratan Berpengalaman dalam pekerjaan terkait data scientist Mempunyai sertifikasi professional data scientist seperti CDSM/CDSP Advance dalam bahasa pemrograman Python/PySpark untuk pemodelan machine learning Advance dalam SQL Advance dalam teknik pemodelan machine learning, artificial intelligent dan statistik (i.e classification, regression, clustering, fraud detection, credit scoring) Advance dalam menggunakan Tableau/Google Analytics/tools dashboard lainnya Pengalaman dalam teknologi big data (Spark, Hive, Impala) lebih diutamakan Memiliki sertifikasi atau training data science dari lembaga resmi  Tanggung Jawab - Disclaimer: melamar pekerjaan di Karir.com tidak dipungut biaya",https://id.indeed.com/rc/clk?jk=5c855f4e583ed60c&from=vj&pos=bottom&mvj=0&sjdu=KshGXdivklaLCCsilSmPN4DDplm6SwWjHcxyoDIphKm2cDEY5LMlpub_jBkAHgpEkN0wkll9wDHc3mnStM4Hmg&astse=6ff6815c161bfafe&assa=4038&vjfrom=serp
Data Scientist,https://id.indeed.com/viewjob?jk=7d913145cdf09210&from=serp&vjs=3,,,,"Tanggung Jawab  Membuat model dari data yang dimiliki oleh perusahaan dan / atau klien.  Membuat analisis kasus bisnis penggunaan dan pemanfaatan data bagi perusahaan maupun klien.  Akuisisi dan mengolah data dari berbagai sumber.  Kualifikasi  Pendidikan Sarjana Teknik (Komputer/Telekomunikasi), Ilmu Komputer/Teknologi Informasi, Matematika, Statistik atau setara.  Setidaknya memiliki 1 tahun pengalaman dalam bidang yang sesuai untuk posisi ini (Fresh Graduates are welcome).  Menguasai bahasa pemograman Phyton dan R.  Memahami Machine Learning dengan baik.  Memahami konsep Data Mining dengan baik.  Dapat bekerjasama dengan tim.  Dapat menerjemahkan dan memahami paper atau jurnal ilmiah.  Mampu bekerja dibawah tekanan.  Mampu berbahasa Inggris dengan baik (lisan maupun tulisan).  Memiliki kemampuan untuk memecahkan masalah.  Jujur, bertanggung jawab dan memiliki etika kerja yang baik.",https://id.indeed.com/rc/clk?jk=7d913145cdf09210&from=vj&pos=bottom&mvj=0&sjdu=j4tlw3l3OYnqdogiS3TJy3LviqwtXrsdP_SFVW4LF2zAy06o3ydiNXJyRGsnzELsRWMgIxE3bZoP_fC_5J0sITQ2b9Il319ZICwwVIqdchs&astse=b7ed65ebbdb2b128&assa=4844&vjfrom=serp
Internship - Data Scientist,https://id.indeed.com/viewjob?jk=98ba367dcffcd13c&from=serp&vjs=3,,,,"Mekari is Indonesia's no. 1 Software-as-a-Service (SaaS) company. Our mission is to empower businesses and professionals to progress effortlessly. Our products (Talenta, Sleekr, Jurnal, KlikPajak) have been used by tens of thousands of business in Indonesia.  To reach millions, we need more people like you: entrepreneurs, builders, owners inside the company who are eager to grow at scale. Join us to empower more businesses with technology.   Job Descriptions:  Conduct data analysis using SQL and Python  Collaborate with multiple divisions to provide statistics or business data that can help to drive business insights  Interpreting data and analyzing results using statistical techniques  Integrate data from multiple sources to data platform  Build user friendly dashboards that drive business insights  Communicate with multiple divisions regarding their needs for data to support data-driven initiatives  Consulting with internal customers (e.g. Operation, Commercial, Product, etc) to develop analyses that lead to actionable insights  Requirements/Qualifications:  Bachelor's Degree in a quantitative discipline such as Computer Science, Engineering, Statistics, or Mathematics  Experienced with SQL and Python programming  Strong verbal and written communication skills, as well as problem-solving skills  Having curiosity for data discovery  Ability to implement verbal and visual storytelling with data  Ability to think strategically and creatively  Experienced with Machine Learning is a plus  What You Will Get:  Competitive salary + daily allowance  Strategic office location, accessible by MRT  Flexible working hours and remote work culture  Friendly and dynamic work environment  Opportunity to take part in growing Indonesia's no. 1 SaaS company",
Junior Data Scientist-Financial Services Platform,https://id.indeed.com/viewjob?jk=5fdaeb610c28f621&from=serp&vjs=3,GO-JEK,3.9,181,"Location  Jakarta  Work Type  Permanent  Application Posted  June 18, 2021  About the Role Fasten your helmet and climb aboard if you’re ready to be our Junior Data Scientist. In this role, you will be an integral player within the GoFinance Data Science team based in Indonesia. You’ll take the wheel in overseeing all data aspects for the platform, building, evaluating, and monitoring consumer risk models for a variety of financial products. The folks in the Engineering and Project Management teams will be your companions on this ride, as they’ll help bring your models to production. Most importantly, your efforts will work to bring wider financial inclusion to more people in the region and beyond.   What You Will Do  Build, evaluate, and monitor consumer risk models for a variety of financial products Experiment with state-of-the-art technologies in machine learning Process, cleanse, and verify the integrity of data used for analysis Select features and build and optimize classifiers Perform data analysis and present insights to various business stakeholders Extend company’s data with third-party information  What You Will Need  At least 1 year of experience in performing analytics using structured and unstructured data Familiarity with SQL and Python, with strong dashboarding/visualization skills Excellent command in statistics and machine learning Ability to independently execute deep dives into data sources, present results, and propose recommendations in a clear and concise manner Experience working with big data and complex data structures Excellent spoken and written skills in English in order to communicate with stakeholders of various backgrounds, and with our international teams  About the Team Our GoFinance Data Science team is a group of eight Data Scientists based in Singapore and Indonesia. We build models to predict adoption, churn, credit scores, and pricing on loan applications for our users. We oversee all data aspects of our financial services at Gojek, working to support business expansion across various sectors, and most importantly, to bring wider financial inclusion to as many people in the region as possible. One of the biggest obstacles our team has had to overcome was modeling the creditworthiness of thin file users. After many weeks of research, collaboration, and trial and error, we figured out that the best way to tackle this issue was to utilize alternative data, such as in-app behavior and geolocation data. Currently, our team has been busy working on the expansion to e-commerce users, enriching our product family and user base. While our team is based all over the region, we’re a tight-knit group who are bonded by two things: the digital transform to help the unbanked, and alignment with personal development in technologies. Our weekly conversations range from market campaign optimizations to state-of-the-art engineering stacks. Off hours, you’d probably find us having fun in board-games. Working from home has been a strange time for a lot of us, so our team has been taking time on our calls to trade advice on the best ways to keep sane with this new work set up. We’re made up of game enthusiasts, sports lovers, and comic fanatics. Once COVID subsides, we’re excited to get together for our weekly dinner and drinks again!",https://id.indeed.com/rc/clk?jk=5fdaeb610c28f621&from=vj&pos=bottom&mvj=0&sjdu=KshGXdivklaLCCsilSmPN4DDplm6SwWjHcxyoDIphKmNpMt3_vkO9Ih_WJ2ovtiFkN0wkll9wDHc3mnStM4Hmg&astse=cfe5513cf3f8802a&assa=6156&vjfrom=serp
Data Academy Program,https://id.indeed.com/viewjob?jk=952bd9434a11bf1f&from=serp&vjs=3,Home Credit Indonesia,3.7,22,"Minimum Qualifications  We are looking for passionate Fresh Graduates or individual with maximum 2 years of experience in Data Scientist or Analyst.  Ideally someone with Bachelor’s degree majoring in Statistics, Mathematics, Physics, Computer Science, or related fields.  Having basic knowledge of analytical tools such as Excel, SQL query, SAS, Oracle BI would be marvellous!  Knowledge in data mining, business intelligent, analysis tools is a plus, of course.  Fluent in English is a must and having great presentation, with strong analytical thinking, result oriented and willing to learn new skills.  Job Description  Data Academy Program is a development program in Home Credit Indonesia which is designed for those who are interested and passionate in data. During this program, you will be guided and mentored by data experts and have opportunity to expand your career in Home Credit Indonesia. This program will be expected running in the early Q1 2021 and the shortlisted candidates will be divided into 2 roles, which are Data Scientist and Data Analyst.  Data Scientist will be responsible for creating modelling including monitoring modelling result and doing advance analytics and automation support. This role is also expected to come up with new ways how to use Machine Learning or statistics to improve the business results of the company  Data Analyst will be responsible for analyzing various datasets to deliver insights for business strategy and defining best practice analytics to drive improvements and efficiencies in running the business process.  Apply now to experience working in a data-driven, multinational company to kickstart your career!",https://id.indeed.com/rc/clk?jk=952bd9434a11bf1f&from=vj&pos=bottom&mvj=0&sjdu=KshGXdivklaLCCsilSmPN4DDplm6SwWjHcxyoDIphKkQ6tuULwKIOg9QSQCgIflwkN0wkll9wDHc3mnStM4Hmg&astse=4556e53c7daa42d8&assa=6560&vjfrom=serp
Data Scientist,https://id.indeed.com/viewjob?jk=bbdda7f1edf9689b&from=serp&vjs=3,PT BFI Finance Indonesia Tbk,4.5,81,"Melakukan analisis statistic untuk kualitas pembiayaan/delinquency maupun lainnya,   Melakukan pembuatan model engine scoring A/B/C Scoring dengan data yang sudah disediakan oleh Data Engineer dengan menggunakan SPSS/R/Phyton/Minitab,  Melakukan analisis inferensi terhadap hasil engine scoring sebelum engine tersebut diimplementasikan, Melakukan analisis back testing terhadap akurasi, validity dan reject inference terhadap data testing sebelum dilakukan implementasi, Berkolaborasi dengan Risk MIS untuk menyediakan kebutuhan analisa baik ad hoc maupun project. Pendidikan minimal S1 Statistik/Matetaika, Memiliki Pengalaman kerja minimal 2 tahun di bidang yang sama, Terbiasa menggunakan tools SPSS/R/Phyton/Minitab.",https://id.indeed.com/rc/clk?jk=bbdda7f1edf9689b&from=vj&pos=bottom&mvj=0&sjdu=KshGXdivklaLCCsilSmPN4DDplm6SwWjHcxyoDIphKk6adX66ZsO4LTm2V9yPT0ikN0wkll9wDHc3mnStM4Hmg&astse=953872de24a058eb&assa=6957&vjfrom=serp
Data Scientist,https://id.indeed.com/viewjob?jk=533caf4a6fb7370f&from=serp&vjs=3,,,,"Responsibilities / Introduction  Derive insights from the data to suggest, create and execute multivariate or a/b/c tests that drive improvements to the campaigns and website experience  Analyze web traffic using clickstream tools such as Google Analytics and Google BigQuery and produce sales and user behavior reports periodically using BI tools such as PowerBI, Tableau or RShiny in RStudio.  Create holistic dashboards by pulling data from different data sources and websites for presentations to senior management team/external partners  Maintain standard data definition and dictionary to ensure data quality, consistency and robustness in tracking and reporting processes  Create analytical datasets using data management tools such as SQL, R or Python to automate the reporting processes so to improve work efficiency and reduce the man-made mistakes  Collaborate with external partners such as partners and agencies to assist with data collection and reporting   Working closely with the regional analytics team, develop and implement statistical models and other analytical tools to create impact in business processes and performance   Requirement  Bachelor degree or above in Statistics, Computer Science, Quantitative Marketing, Economics, or other quantitative disciplines (Master a plus)   Knowledge of web analytics tools such as Google Analytics  Knowledge of BI tools such as RShiny, PowerBI or Tableau  Experience using statistical computer languages (R, SQL, Python, etc.) to manipulate data and draw insights from large datasets.   Desired:   Knowledge of AWS services and cloud computing.  Knowledge of advanced statistical techniques and concepts (GLM/regression, random forest, boosting, trees, text mining, properties of distributions, statistical tests and proper usage, etc.) and experience with structured and unstructured data  Knowledge of version control tools such as GitHub.",https://id.indeed.com/rc/clk?jk=533caf4a6fb7370f&from=vj&pos=bottom&mvj=0&sjdu=KshGXdivklaLCCsilSmPN4DDplm6SwWjHcxyoDIphKlULF4yWqkIWmGLCBShKIyIkN0wkll9wDHc3mnStM4Hmg&astse=17119b83acb1872b&assa=7641&vjfrom=serp
Data Scientist,https://id.indeed.com/viewjob?jk=4fb77c4dedc7647a&from=serp&vjs=3,,,,"Mengolah structured dan unstructured data untuk mengetahui trend, pola dan arah Melakukan riset dan development untuk membuat modeling dari multiple data-set yang ada Melakukan analisa dan mendevelop credit scoring engine dengan metodologi-metodologi statistik Membuat prototipe machine learning, dari credit scoring engine menjadi recommendation engine Membuat visualisasi data statistik yang digunakan untuk memperkuat analisa dan keputusan bisnis Menguasai bahasa pemrograman Python dan R Menguasai Microsoft Excel, CSV dan Macro Menguasai RDBMS database yakni MySQL, PostgreSQL dan Microsoft SQL Server Menguasai No SQL database dan storage yakni MongoDB dan Redis Memahami Dashboard Metabase, Power BI dan Tableau Memiliki pengetahuan yang baik dalam bidang matematika dan statistik Memiliki pengalaman dalam bidang yang sama minimal 2 tahun Minimal lulusan Sarjana S1 atau lebih tinggi",https://id.indeed.com/rc/clk?jk=4fb77c4dedc7647a&from=vj&pos=bottom&mvj=0&sjdu=KshGXdivklaLCCsilSmPN4DDplm6SwWjHcxyoDIphKmMUiem_LfrsAOpADIkna8wkN0wkll9wDHc3mnStM4Hmg&astse=864f3d5c37d7eb92&assa=8397&vjfrom=serp
Senior Data Scientist,https://id.indeed.com/viewjob?jk=575eb26495e25c8b&from=serp&vjs=3,,,,"Job description, low-code style:  As the #1 low-code application development platform, this company provides customers with everything they need to build apps incredibly fast. So, let us cut to the chase: they are looking for an Inside Sales Manager to be based in Indonesia that will be responsible for contacting and building relationships with existing customers in the SMB-Mid Market space to secure a service contract/product renewal. Depending on the client engagement, the role may involve up-selling customers to longer terms or additional services and/or identifying potential expansion opportunities.    By cultivating relationships with the customer base, this role is also responsible for capturing valuable customer feedback and will likely execute routine health checks leading up to the Renewal event. Additionally, this role is responsible for providing sales forecasts, obtaining quotes, performing customer research online, and updating/maintaining records in their customer relationship management (CRM) system.    The longer story:  One of the fastest-growing B2B software companies in the world, they are on a mission to enable every organization to innovate through the power of software. They are looking for talented and motivated people to join them in empowering companies to build, deliver, manage, and evolve the software that makes a difference to their business. As a member of this company's global team, you will help their customers address some of the most strategic challenges in business today, from modernizing their business processes to transforming the customer experience.    They are a truly global company, with more than 435,000 developer community members, 1,500 employees, 350 partners, and thousands of active customers in over 87 countries and across 22 industries. Founded in 2001, they are co-headquartered in Boston and Portugal, with offices in the United States, United Kingdom, the Netherlands, Germany, the UAE, Japan, Hong Kong, Malaysia, Australia, and Singapore, and of course has a thriving, worldwide community of remote employees.    Are you a Sales Guru that finds your current employer is moving too slow for your taste?    Job Responsibilities and Expectations:  Achieve your quota by selling product/service renewals for some of the most recognized technology companies, may offer to upsell opportunities when applicable.  Capture customers' product expectations, experiences, satisfaction, and abandonment propensity via qualitative feedback and quantitative measurement, “Voice of the Customer”.  Work within an established customer and own a dedicated territory.  Develop the expertise to provide accurate monthly/quarterly sales forecasts.  Acquire invaluable experience updating and managing your opportunity pipeline in CRM technology.  Work proactively, well in advance of the product renewal date to provide all the information, pricing, etc. that a customer would need to execute a timely renewal.  Conduct routine Health Checks in advance of the renewal date and capture the health status of the account to ensure a timely renewal.  Collaborate with other team members and management to optimize sales processes.  Identify lead generation opportunities to expand the territory and drive upsells.  A high volume of customer contacts through phone and email each day.  Effectively partner and build relationships with external clients.  Manage basic objection handling with customers.  Handle the renewal processes of customers in Order creation and customer signage pursue along with procurement fulfillment.  Assist the sales team in preparing Orders as needed for new customers.  Assist the sales team in validating Orders and respective forecasts in SFDC.  Desired Skills and Experience:  Bachelor’s Degree (non-technical) or equivalent required  Strong sales skills with 5+ years of experience in high-tech, B2B service sales (renewal sales experience not required, but is a plus)  Highly developed communication skills (both written and oral) with the ability to influence others to achieve results.  Demonstrated negotiation skills.  Above-average organizational and problem-solving skills  Strong interpersonal skills that allow individuals to work successfully with their team.  The ability to communicate both verbally and written in English is highly desirable.",https://id.indeed.com/rc/clk?jk=575eb26495e25c8b&from=vj&pos=bottom&mvj=0&sjdu=KshGXdivklaLCCsilSmPN4DDplm6SwWjHcxyoDIphKmFLgVLDzHhrVwHDCo81o-7kN0wkll9wDHc3mnStM4Hmg&astse=2a35710844f310cc&assa=8153&vjfrom=serp
